Year,Team,Player,+/-,Games played,Points played,Minutes played,O-line points played,+/- O-line,D-line points played,+/- D-line,Touches,Goals,Callahans,Assists,Throws,Throw aways,Stalled's,Passer Penalties (turnovers),Callahaned's (other team scored),Throw %,Catches,Drops,Catch %,Ds,Pulls,Avg Pull Hang Time,OB Pulls
2017,Ottawa Outlaws,Bevan,-3,7,84.5,101.4,10.5,-4,74,-49,34,1,0,1,32,4,0,0,0,88,25,1,96,0,21,7,3
2017,Ottawa Outlaws,Carson T,2,9,142.5,168.8,22,-6,120.5,-71,50,1,0,6,49,8,0,0,0,84,39,0,100,3,12,6.2,1
2017,Ottawa Outlaws,Colin F,4,6,52.5,54.9,2,-2,50.5,-27,11,1,0,0,10,1,0,0,0,90,8,0,100,4,0,0,0
2017,Ottawa Outlaws,Cooper B,2,6,80,115.9,15.5,-6,64.5,-33,40,1,0,3,39,4,0,0,0,90,21,2,91,4,0,0,0
2017,Ottawa Outlaws,Craig F,-4,3,21,33.9,4,-1,17,-10,7,0,0,0,7,5,0,0,0,29,5,0,100,1,1,7.7,0
2017,Ottawa Outlaws,Dave H,3,5,120,133.1,50,11,70,-42,108,3,0,11,102,15,0,0,0,85,77,0,100,4,29,6.8,4
2017,Ottawa Outlaws,Derek A,5,8,205.5,271.1,198.5,61,7,-1,387,6,0,34,383,35,2,0,0,90,272,1,100,3,0,0,0
2017,Ottawa Outlaws,DJ,7,5,67.5,76.9,66,26,1.5,0,82,4,0,2,78,3,0,0,0,96,51,0,100,4,0,0,0
2017,Ottawa Outlaws,Erik H,5,10,142.5,169.1,22,-10,120.5,-75,53,2,0,5,51,4,2,0,0,88,32,1,97,5,22,5.6,0
2017,Ottawa Outlaws,Jason D,4,3,43,56.7,9,-2,34,-21,9,3,0,0,6,1,0,0,0,83,7,1,88,3,0,0,0
2017,Ottawa Outlaws,Jeremy H,5,4,79.5,108.7,65,8,14.5,-5,52,9,0,1,43,6,2,0,0,81,51,4,93,7,0,0,0
2017,Ottawa Outlaws,Jordan M,14,9,156.5,197.9,29.5,1,127,-66,53,10,0,3,41,3,0,0,0,93,51,4,93,8,1,4.5,0
2017,Ottawa Outlaws,Ken,12,7,122,175.3,117.5,30,4.5,-1,106,9,0,10,97,7,0,0,0,93,94,3,97,3,0,0,0
2017,Ottawa Outlaws,Khalid,4,3,26,37,2,-3,24,-13,5,1,0,0,4,0,0,0,0,100,5,0,100,3,0,0,0
2017,Ottawa Outlaws,Kinley G,1,6,148,198.8,141.5,59,6.5,-2,247,6,0,19,239,23,2,0,0,90,181,4,98,5,0,0,0
2017,Ottawa Outlaws,Kyle,4,3,27,51.1,2.5,-2,24.5,-7,8,2,0,1,6,1,0,0,0,83,8,0,100,2,0,0,0
2017,Ottawa Outlaws,Laurent,24,7,131,187.5,106,29,25,-4,92,23,0,5,68,7,0,0,0,90,91,3,97,6,0,0,0
2017,Ottawa Outlaws,Luca M,7,4,98.5,122.2,92.5,39,6,-4,118,6,0,11,111,9,0,0,0,92,87,3,97,2,1,5.4,0
2017,Ottawa Outlaws,Léon FN,15,9,175.5,228.6,164,48,11.5,0,126,15,0,10,111,9,1,0,0,91,125,3,98,3,0,0,0
2017,Ottawa Outlaws,Matt OB,10,7,97.5,121.1,5.5,-1,92,-49,21,6,0,1,15,0,0,0,0,100,20,1,95,4,0,0,0
2017,Ottawa Outlaws,Mike L,-1,2,5,9.4,4,2,1,-1,4,0,0,0,4,1,0,0,0,75,4,0,100,0,0,0,0
2017,Ottawa Outlaws,Nick B,5,10,244,308.7,101.5,5,142.5,-68,227,8,0,18,217,32,0,0,0,85,142,3,98,14,105,6.1,12
2017,Ottawa Outlaws,Owen W,-4,4,56.5,82.2,16,-3,40.5,-21,17,1,0,1,16,2,1,0,0,81,17,3,85,0,1,3.3,0
2017,Ottawa Outlaws,Paul M,10,9,107.5,135.4,9.5,-2,98,-44,13,6,0,1,7,0,0,0,0,100,12,1,92,4,0,0,0
2017,Ottawa Outlaws,Paul R,12,5,118.5,139.9,102,42,16.5,-8,70,7,0,9,63,5,0,0,0,92,69,2,97,3,0,0,0
2017,Ottawa Outlaws,Pierre L,10,8,110.5,139.8,9.5,-6,101,-46,43,4,0,5,38,4,0,0,0,89,38,0,100,5,9,6.7,0
2017,Ottawa Outlaws,Russ N,7,9,146.5,184.8,68.5,10,78,-26,92,10,0,3,81,9,0,0,0,89,87,2,98,5,0,0,0
2017,Ottawa Outlaws,Scott,4,7,141,171.7,76.5,13,64.5,-33,162,9,0,7,151,10,0,0,0,93,124,2,98,0,0,0,0
2017,Ottawa Outlaws,Tyler S,6,8,116.5,159.9,15.5,-3,101,-50,50,0,0,9,50,5,0,0,0,90,43,4,91,6,0,0,0
2017,Ottawa Outlaws,AVERAGE,7.3,6.3,109,,59.8,14.5,49.3,-24.7,81.4,6.4,0,6.4,74.8,7.4,0.3,0,0,87.3,65.5,1.6,96.8,3.8,6.3,,0.6
2017,Ottawa Outlaws,TOTAL,,,,,,,,,2605,206,0,206,2395,238,10,0,0,,2095,52,,123,203,,20
2017,Philadelphia Phoenix,Aaron,1,3,26,39.3,5,0,21,-13,13,0,0,0,13,0,0,0,0,100,11,0,100,1,5,4.2,0
2017,Philadelphia Phoenix,Andrew M,1,7,84,105.1,78,15,6,-1,61,3,0,5,57,9,0,0,0,84,52,2,96,4,0,0,0
2017,Philadelphia Phoenix,Anonymous,1,0,0,0,0,0,0,0,5,0,0,3,13,2,0,0,0,85,4,0,100,0,0,0,2
2017,Philadelphia Phoenix,Arcata,29,9,177.5,242,148.5,52,29,-20,134,23,0,19,110,16,0,0,0,85,123,1,99,4,2,3,0
2017,Philadelphia Phoenix,Bobby,1,5,57,70,12.5,0,44.5,-18,22,2,0,3,20,5,0,0,0,75,21,0,100,1,2,1.5,0
2017,Philadelphia Phoenix,Brownlee,38,12,246.5,341.4,114,31,132.5,-64,114,25,0,15,89,17,0,0,0,81,99,3,97,18,80,5.7,21
2017,Philadelphia Phoenix,Cannon,-1,9,130,152.9,47,9,83,-46,87,3,0,3,85,6,0,0,0,93,64,2,97,1,5,5.4,2
2017,Philadelphia Phoenix,Casey,-1,4,51,46.5,11,3,40,-25,24,0,0,0,23,1,0,0,0,96,18,0,100,0,1,1.8,0
2017,Philadelphia Phoenix,Colin,2,4,44.5,40.1,15.5,0,29,-20,6,2,0,0,4,1,0,0,0,75,6,0,100,1,0,0,0
2017,Philadelphia Phoenix,Esser,17,11,196,262.4,42,4,154,-54,89,3,0,11,85,5,0,0,0,94,65,1,98,9,5,3.9,1
2017,Philadelphia Phoenix,Forster,-10,7,109.5,145.4,76.5,14,33,-14,91,2,0,4,89,13,0,0,0,85,60,4,94,1,2,3.8,0
2017,Philadelphia Phoenix,Hoehne,38,12,242,331.3,217.5,60,24.5,-3,200,30,0,19,169,16,0,0,0,91,188,1,99,6,1,4.7,1
2017,Philadelphia Phoenix,Huels,5,5,51.5,58.3,9,0,42.5,-25,11,2,0,1,9,1,0,0,0,89,11,0,100,3,21,6,2
2017,Philadelphia Phoenix,Kdubs,8,8,83,94.9,37,12,46,-21,34,7,0,4,27,2,0,0,0,93,30,3,91,2,1,4.5,0
2017,Philadelphia Phoenix,Mac,-1,4,49.5,49.1,13,1,36.5,-26,26,0,0,0,26,2,0,0,0,92,17,0,100,1,0,0,0
2017,Philadelphia Phoenix,Magerr,0,1,7.5,8.4,0.5,-1,7,-3,2,0,0,0,2,0,0,0,0,100,2,0,100,0,0,0,0
2017,Philadelphia Phoenix,Martin,31,12,229,297.9,52.5,8,176.5,-82,79,21,0,7,58,6,0,0,0,90,75,3,96,12,85,6,2
2017,Philadelphia Phoenix,Mott,44,12,310.5,445.6,259,68,51.5,-12,336,34,0,46,300,35,0,0,0,88,304,7,98,6,2,2.6,0
2017,Philadelphia Phoenix,Nard,15,12,191.5,245.2,22,-6,169.5,-77,52,9,0,4,42,4,0,0,0,90,47,1,98,7,0,0,0
2017,Philadelphia Phoenix,Nelson,13,5,93,140.6,57,11,36,-25,58,6,0,2,50,1,0,0,0,98,50,0,100,6,0,0,0
2017,Philadelphia Phoenix,Patten,-1,5,47,64.6,18,2,29,-17,31,0,0,3,31,4,0,0,0,87,23,0,100,0,0,0,0
2017,Philadelphia Phoenix,Paul K,0,8,145.5,200.3,133.5,43,12,0,186,3,0,6,181,11,0,0,0,94,134,2,99,4,0,0,0
2017,Philadelphia Phoenix,Poole,9,8,135.5,162.6,51.5,24,84,-34,126,3,0,12,122,8,0,0,0,93,82,2,98,4,7,5.8,0
2017,Philadelphia Phoenix,Quinn H,16,8,127,196.6,92.5,20,34.5,-12,122,15,0,11,105,14,0,0,0,87,116,1,99,5,0,0,0
2017,Philadelphia Phoenix,Roman,6,5,54.5,64.1,14.5,-1,40,-18,13,4,0,2,9,3,0,0,0,67,10,0,100,3,0,0,0
2017,Philadelphia Phoenix,Rosso,-1,10,154,203.3,26,7,128,-62,73,3,0,4,65,5,0,0,0,92,67,3,96,0,0,0,0
2017,Philadelphia Phoenix,Ryan B,9,11,154.5,187.4,54,11,100.5,-60,58,12,0,3,46,7,0,0,0,85,56,2,97,3,2,4.9,0
2017,Philadelphia Phoenix,Scottie,26,10,253,361.4,162,41,91,-52,286,13,0,22,273,18,1,0,0,93,223,1,100,11,1,0,0
2017,Philadelphia Phoenix,Spiva,-4,7,183,270,144.5,43,38.5,-11,314,3,0,28,311,38,0,0,0,88,237,0,100,3,16,7.1,1
2017,Philadelphia Phoenix,StNg,3,12,186,221.3,39.5,2,146.5,-74,114,4,0,6,110,12,0,0,0,89,80,1,99,6,1,5.3,0
2017,Philadelphia Phoenix,Sullivan,5,8,139,166.8,108.5,48,30.5,-13,88,11,0,0,78,6,0,0,0,92,67,2,97,2,0,0,0
2017,Philadelphia Phoenix,Trey,15,10,211.5,285.9,185,60,26.5,-1,245,8,0,8,236,2,1,0,0,99,180,2,99,4,0,0,0
2017,Philadelphia Phoenix,AVERAGE,9.8,7.6,130.3,,70.2,18.2,60.1,-28.2,96.9,7.8,0,7.8,88.7,8.4,0.1,0,0,89.1,78.8,1.4,98.3,4,7.5,,1
2017,Philadelphia Phoenix,TOTAL,,,,,,,,,3100,251,0,251,2838,270,2,0,0,,2522,44,,128,239,,32
2017,Pittsburgh Thunderbirds,Akyuz T,2,1,18,26.4,16.5,8,1.5,0,20,5,0,0,16,3,0,0,0,81,20,0,100,0,0,0,0
2017,Pittsburgh Thunderbirds,Anonymous,-5,0,0,0,0,0,0,0,3,0,0,0,7,5,0,0,0,29,0,0,0,0,3,2.9,1
2017,Pittsburgh Thunderbirds,Beards E,20,11,227.5,294.6,186.5,86,41,3,93,18,0,1,74,4,0,0,0,95,91,4,96,9,1,5,0
2017,Pittsburgh Thunderbirds,Buss A,0,2,26,27.4,7,5,19,-19,9,0,0,0,8,2,0,0,0,75,5,0,100,2,1,2.3,0
2017,Pittsburgh Thunderbirds,Byrnes Z,0,1,7.5,16.5,0,0,7.5,-2,1,0,0,0,1,0,0,0,0,100,1,0,100,0,1,5.9,0
2017,Pittsburgh Thunderbirds,"Crowe, A",1,2,15.5,23.6,0,0,15.5,-5,2,1,0,0,1,0,0,0,0,100,2,0,100,0,0,0,0
2017,Pittsburgh Thunderbirds,DeAmic J,10,8,125,143.1,19,-1,106,-42,20,4,0,4,14,0,0,0,0,100,20,2,91,4,4,2.4,0
2017,Pittsburgh Thunderbirds,DeGiro T,18,3,72.5,92.7,58,27,14.5,6,63,16,0,8,46,4,0,0,0,91,62,3,95,1,0,0,0
2017,Pittsburgh Thunderbirds,Devarj V,0,1,7.5,16.5,0,0,7.5,-2,1,0,0,0,2,0,0,0,0,100,1,0,100,0,0,0,0
2017,Pittsburgh Thunderbirds,Earles P,20,8,190.5,243.6,159.5,66,31,17,325,13,0,45,321,32,2,0,0,89,251,7,97,3,2,5.2,0
2017,Pittsburgh Thunderbirds,Edmond T,6,4,65,89.8,38,15,27,-9,85,2,0,6,83,5,0,0,0,94,74,1,99,4,1,3.9,0
2017,Pittsburgh Thunderbirds,Evans J,6,5,64,67.8,4.5,0,59.5,-27,16,2,0,3,13,0,1,0,0,92,16,0,100,2,2,6.6,4
2017,Pittsburgh Thunderbirds,Fedore M,35,9,208.5,289.6,153.5,75,55,3,195,28,1,20,165,13,1,0,0,92,188,2,99,3,4,5.6,0
2017,Pittsburgh Thunderbirds,Furdel K,18,9,183,223.8,41.5,4,141.5,-59,121,11,0,5,107,6,0,0,0,94,94,2,98,10,2,5.6,0
2017,Pittsburgh Thunderbirds,Gardne A,3,1,7.5,16.5,0,0,7.5,-2,5,2,0,0,3,0,0,0,0,100,5,0,100,1,0,0,0
2017,Pittsburgh Thunderbirds,Giglio N,7,8,117,139.1,14.5,1,102.5,-60,23,5,0,2,17,0,0,0,0,100,21,2,91,2,1,3.5,0
2017,Pittsburgh Thunderbirds,Hammon P,4,6,95,118.4,31.5,12,63.5,-38,51,6,0,1,45,4,0,0,0,91,41,1,98,2,24,5.2,0
2017,Pittsburgh Thunderbirds,Heffer J,4,6,71,97.5,5.5,-1,65.5,-35,14,3,0,0,8,3,0,0,0,63,14,0,100,4,0,0,0
2017,Pittsburgh Thunderbirds,Marmer J,13,8,155.5,217.5,122.5,58,33,-1,320,7,0,21,316,15,2,0,0,95,254,1,100,3,1,0,0
2017,Pittsburgh Thunderbirds,Mast J,22,11,211,292.9,183.5,90,27.5,14,385,8,0,23,377,15,0,0,0,96,273,2,99,8,0,0,0
2017,Pittsburgh Thunderbirds,Maxsta X,-1,11,204.5,242.2,62.5,13,142,-59,209,2,0,18,206,25,0,0,0,88,112,1,99,5,84,5.4,5
2017,Pittsburgh Thunderbirds,Mogiel S,7,10,145.5,177.6,62.5,32,83,-39,60,9,0,3,50,5,0,0,0,90,59,5,92,5,13,5.4,0
2017,Pittsburgh Thunderbirds,Morgen C,9,4,65.5,84,8.5,0,57,-21,22,4,0,3,18,1,0,0,0,94,19,1,95,4,0,0,0
2017,Pittsburgh Thunderbirds,Repper A,37,11,239.5,321.5,105,29,134.5,-45,133,18,1,9,109,16,1,0,0,84,122,0,100,27,19,5.5,0
2017,Pittsburgh Thunderbirds,Robarg J,1,4,46,59.9,2,-2,44,-24,29,0,0,1,28,2,0,0,0,93,20,0,100,2,2,4.6,0
2017,Pittsburgh Thunderbirds,Rovner J,13,7,107,131.1,25,8,82,-46,28,8,0,3,19,4,0,0,0,79,25,2,93,8,1,7.3,0
2017,Pittsburgh Thunderbirds,Sheppa M,11,5,103.5,126.5,65,27,38.5,-4,80,12,0,5,67,8,0,0,0,88,70,1,99,3,24,5.5,0
2017,Pittsburgh Thunderbirds,Slevin J,-3,3,56,72.8,44,16,12,2,89,2,0,2,87,7,0,0,0,92,69,0,100,0,0,0,0
2017,Pittsburgh Thunderbirds,Smith I,1,8,96.5,121.5,15,-2,81.5,-32,43,3,0,3,37,3,0,0,0,92,34,2,94,0,1,2.7,0
2017,Pittsburgh Thunderbirds,Thomas A,10,4,66.5,92.1,7.5,-4,59,-32,10,3,0,1,7,0,0,0,0,100,9,0,100,6,1,1.3,0
2017,Pittsburgh Thunderbirds,Thorne M,47,8,189,244.8,159.5,76,29.5,14,332,24,0,34,315,16,0,0,0,95,301,0,100,5,0,0,0
2017,Pittsburgh Thunderbirds,Towle J,4,5,76.5,95,32,3,44.5,-16,31,5,0,1,26,3,0,0,0,88,31,2,94,3,0,0,0
2017,Pittsburgh Thunderbirds,Tranqu D,12,6,86,117,7.5,-2,78.5,-26,9,3,0,0,6,1,0,0,0,83,8,1,89,11,1,6,0
2017,Pittsburgh Thunderbirds,Trimbl S,9,6,115.5,143.3,73.5,29,42,-3,41,6,1,4,35,3,0,0,0,91,39,6,87,8,0,0,0
2017,Pittsburgh Thunderbirds,Tsung J,-3,6,65,73.2,2,-1,63,-25,12,0,0,0,11,3,0,0,0,73,9,0,100,0,0,0,0
2017,Pittsburgh Thunderbirds,VanDus S,12,5,114.5,151.5,28,11,86.5,-20,94,7,0,22,85,19,1,0,0,76,75,2,97,5,69,5.8,6
2017,Pittsburgh Thunderbirds,Vatz D,15,4,71.5,114.9,64,41,7.5,4,47,14,0,3,33,1,0,0,0,97,47,1,98,0,0,0,0
2017,Pittsburgh Thunderbirds,Watson A,7,3,47.5,67.8,19,7,28.5,-12,23,6,0,1,17,2,0,0,0,88,22,0,100,2,0,0,0
2017,Pittsburgh Thunderbirds,Wissel T,9,3,49.5,56,30.5,23,19,-9,73,2,0,4,70,0,0,0,0,100,57,0,100,3,0,0,0
2017,Pittsburgh Thunderbirds,AVERAGE,9.8,5.6,97.8,,47.6,19.2,50.2,-16.7,79.9,6.6,0.1,6.6,73.1,5.9,0.2,0,0,88.9,65.7,1.3,94.9,4,6.7,,0.4
2017,Pittsburgh Thunderbirds,TOTAL,,,,,,,,,3117,259,3,256,2850,230,8,0,0,,2561,51,,155,262,,16
2017,Raleigh Flyers,AllenJus,49,12,281,380.4,108,54,173,-45,230,21,0,32,207,14,0,1,0,93,196,3,98,14,96,6,11
2017,Raleigh Flyers,AllenKir,1,4,49.5,59.3,42,30,7.5,-2,67,2,0,2,64,2,1,0,0,95,43,0,100,0,0,0,0
2017,Raleigh Flyers,Anonymous,-1,0,0,0,0,0,0,0,90,0,0,1,95,3,0,0,0,97,76,0,100,1,17,0,1
2017,Raleigh Flyers,BodeMatt,38,10,230.5,311.9,180,113,50.5,2,261,32,0,15,228,10,0,0,0,96,235,2,99,3,1,0,1
2017,Raleigh Flyers,CaseyBri,11,10,134.5,179.9,125.5,69,9,1,198,9,0,14,188,12,0,0,0,94,144,1,99,1,0,0,0
2017,Raleigh Flyers,DieterBe,11,7,125,161.1,116,55,9,1,113,8,0,8,104,2,0,0,0,98,112,3,97,0,0,0,0
2017,Raleigh Flyers,FairfaxJ,47,9,204,244.9,164.5,91,39.5,-13,129,29,0,9,97,1,1,0,0,98,127,2,98,13,0,0,0
2017,Raleigh Flyers,GoffNate,26,11,191.5,275.8,17,-3,174.5,-38,60,8,0,6,52,0,0,0,0,100,51,2,96,14,1,0,0
2017,Raleigh Flyers,GreenTri,7,9,126.5,150.8,11,0,115.5,-49,99,2,0,17,97,13,0,0,0,87,63,0,100,1,52,5.9,5
2017,Raleigh Flyers,HartzogJ,9,11,173,208.9,8.5,-3,164.5,-50,59,9,0,6,49,6,0,0,0,88,57,0,100,0,51,6.5,2
2017,Raleigh Flyers,HastinJD,3,2,31.5,37,1,1,30.5,3,34,1,0,2,33,0,0,0,0,100,28,0,100,0,0,0,0
2017,Raleigh Flyers,HeltonGo,25,7,152.5,193.4,141.5,67,11,2,163,16,0,26,147,18,0,0,0,88,149,4,97,5,0,0,0
2017,Raleigh Flyers,HoodMica,2,8,120,155,14.5,0,105.5,-34,50,3,0,4,46,6,0,0,0,87,44,3,94,4,3,7,2
2017,Raleigh Flyers,HoweyEva,9,10,134,193.3,15,1,119,-30,88,4,0,3,84,3,0,0,0,96,72,0,100,5,4,6.4,0
2017,Raleigh Flyers,LiebermJ,0,2,17,27.7,15,3,2,0,17,0,0,1,17,0,0,0,0,100,10,1,91,0,0,0,0
2017,Raleigh Flyers,LinMark,3,6,71,81.3,13,1,58,-13,38,1,0,4,36,6,0,0,0,83,34,0,100,4,0,0,1
2017,Raleigh Flyers,MatzukaB,1,4,90,108,6.5,2,83.5,-28,99,1,0,2,98,3,0,0,0,97,76,0,100,1,1,4.6,0
2017,Raleigh Flyers,McAllisT,15,7,135.5,201.4,17.5,-2,118,-37,47,8,0,7,35,6,0,0,0,83,41,4,91,10,19,6.1,0
2017,Raleigh Flyers,MitchelT,25,12,205,262.4,191,117,14,10,188,27,0,9,161,6,1,0,0,96,187,5,97,1,0,0,0
2017,Raleigh Flyers,MouwJaco,12,5,70.5,92.8,58.5,44,12,0,48,12,0,0,36,1,0,0,0,97,47,0,100,1,0,0,0
2017,Raleigh Flyers,MunizCha,9,6,75,85.8,1,1,74,-28,34,3,0,1,27,0,0,0,0,100,30,0,100,5,0,0,0
2017,Raleigh Flyers,NethercJ,49,9,229,300.7,179.5,92,49.5,-6,460,11,0,60,454,25,0,0,0,94,366,0,100,3,8,6.9,1
2017,Raleigh Flyers,NordgreJ,24,11,178,234.4,17,-1,161,-50,89,16,0,6,70,5,1,0,0,91,84,1,99,9,0,0,0
2017,Raleigh Flyers,PannoneM,22,10,145.5,184.7,20,7,125.5,-35,40,11,0,5,28,2,0,0,0,93,38,2,95,10,0,0,0
2017,Raleigh Flyers,RichardD,33,10,160.5,209.3,16,-9,144.5,-27,46,15,0,4,31,0,0,0,0,100,43,1,98,15,0,0,0
2017,Raleigh Flyers,SaulNoah,31,11,249,336.1,176.5,96,72.5,-19,421,21,0,26,399,21,0,0,0,95,350,2,99,7,16,6.4,1
2017,Raleigh Flyers,SchmittD,9,7,98,137.5,2,-3,96,-29,29,5,0,2,23,1,0,0,0,96,27,1,96,4,0,0,0
2017,Raleigh Flyers,SearlesL,9,4,63,83,4,1,59,-14,57,2,0,4,55,2,0,0,0,96,44,0,100,5,21,6.1,1
2017,Raleigh Flyers,SiscoSha,20,8,140,192.5,35.5,18,104.5,-25,84,18,0,3,66,3,0,0,0,95,83,0,100,2,0,0,0
2017,Raleigh Flyers,SnokeDav,9,10,163.5,217.1,158.5,85,5,5,364,8,0,23,358,23,1,0,0,93,284,2,99,4,0,0,0
2017,Raleigh Flyers,TaylorHu,13,5,85.5,116.5,17.5,0,68,-26,28,4,0,2,25,3,0,0,0,88,23,3,88,13,5,5.6,1
2017,Raleigh Flyers,WilliamJ,3,1,14.5,23.4,12.5,11,2,0,25,1,0,3,23,1,0,0,0,96,24,0,100,0,0,0,0
2017,Raleigh Flyers,WilsonMa,2,3,27,31.9,0,0,27,-6,10,1,1,0,9,0,0,0,0,100,9,0,100,1,6,0,1
2017,Raleigh Flyers,YanuckSo,2,1,17.5,32.5,7.5,2,10,0,25,1,0,2,23,1,0,0,0,96,21,0,100,0,0,0,0
2017,Raleigh Flyers,AVERAGE,15.5,7.1,123.2,,55.7,27.6,67.5,-17.1,111.5,9.1,0,9.1,101.9,5.9,0.1,0,0,94.3,94.6,1.2,98,4.6,8.9,,0.8
2017,Raleigh Flyers,TOTAL,,,,,,,,,3790,310,1,309,3465,199,5,1,0,,3218,42,,156,301,,28
2017,San Diego Growlers,Anonymous,-1,0,0,0,0,0,0,0,1,0,0,1,15,2,0,0,0,87,1,0,100,0,0,0,0
2017,San Diego Growlers,Bacon,21,8,177,239,52.5,7,124.5,-51,102,12,0,6,86,3,0,0,0,97,85,2,98,8,2,7,0
2017,San Diego Growlers,Bellinge,12,10,177.5,232.2,27,5,150.5,-62,115,2,0,13,110,7,0,0,0,94,78,1,99,5,143,5.7,4
2017,San Diego Growlers,Bellissi,3,7,60,103,9,4,51,-23,15,1,0,0,14,3,0,0,0,79,14,1,93,6,1,4.8,0
2017,San Diego Growlers,Bridges,14,9,170.5,250.7,44.5,11,126,-62,167,9,0,11,155,11,0,0,0,93,119,1,99,6,2,5.9,0
2017,San Diego Growlers,Cohen,36,11,201,342,178,77,23,9,239,17,0,26,222,13,0,0,0,94,222,3,99,9,0,0,0
2017,San Diego Growlers,Corbett,49,10,240.5,380.6,194.5,77,46,-3,333,32,0,30,302,20,1,0,0,93,302,3,99,11,1,5.5,0
2017,San Diego Growlers,Dunn,28,10,236.5,375.1,159.5,60,77,-27,236,27,0,18,208,20,1,0,0,90,226,1,100,5,1,1.5,0
2017,San Diego Growlers,Fontaine,4,3,32,33.3,0.5,-1,31.5,-23,7,2,0,2,4,0,0,0,0,100,7,0,100,0,0,0,0
2017,San Diego Growlers,Griffin,1,2,32,32.6,19,3,13,-6,29,1,0,3,27,3,0,0,0,89,21,0,100,0,1,5.1,0
2017,San Diego Growlers,Ham,49,11,239,350.3,214,82,25,4,204,36,0,13,167,3,0,0,0,98,202,2,99,5,0,0,0
2017,San Diego Growlers,Hume,17,10,190,263,116.5,46,73.5,-25,182,19,0,10,163,12,0,0,0,93,182,2,99,2,0,0,0
2017,San Diego Growlers,Ivers,16,11,224,352.2,185.5,80,38.5,-1,368,6,0,31,362,20,0,0,0,94,242,4,98,3,6,6.6,0
2017,San Diego Growlers,Kohl,3,7,88,137.2,28.5,15,59.5,-15,78,5,0,3,72,6,0,0,0,92,63,0,100,1,0,0,0
2017,San Diego Growlers,Leggio,21,11,292.5,441.8,207,81,85.5,-26,567,10,0,19,561,14,0,0,0,98,485,2,100,8,0,0,0
2017,San Diego Growlers,Milardov,25,11,244,345.4,49.5,9,194.5,-71,162,7,0,14,153,15,0,0,0,90,136,2,99,21,76,5.9,3
2017,San Diego Growlers,Minyen,1,1,10,16.3,0,0,10,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,San Diego Growlers,Page,27,11,201.5,278.6,22.5,-2,179,-77,74,9,0,8,62,9,0,0,0,85,61,0,100,19,8,6.1,2
2017,San Diego Growlers,Parisi,13,10,167.5,263,146.5,54,21,7,144,12,0,11,132,10,0,0,0,92,143,2,99,2,0,0,0
2017,San Diego Growlers,Purdy,25,11,179.5,286.8,89,17,90.5,-35,85,15,0,10,70,8,0,0,0,89,84,1,99,9,1,5.5,0
2017,San Diego Growlers,Ritchie,1,3,28,41,1,1,27,-13,5,1,0,0,4,0,0,0,0,100,5,0,100,0,0,0,0
2017,San Diego Growlers,Rubin,0,1,6.5,5.5,0,0,6.5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,San Diego Growlers,Silverma,10,11,181,258.8,6.5,-9,174.5,-74,51,6,0,3,44,2,0,0,0,95,51,1,98,4,0,0,0
2017,San Diego Growlers,Slader,0,4,51,64.1,3.5,-1,47.5,-26,8,2,0,0,6,1,0,0,0,83,8,1,89,0,9,5.3,1
2017,San Diego Growlers,Slaughte,1,5,73,111.3,67,6,6,-2,47,2,0,0,46,2,0,0,0,96,23,2,92,3,0,0,0
2017,San Diego Growlers,Smith,-8,10,152.5,234.6,89,20,63.5,-27,161,2,0,16,157,24,0,0,0,85,112,5,96,3,12,4.8,0
2017,San Diego Growlers,Smith Ky,4,5,54,81.8,3.5,-2,50.5,-20,7,1,0,2,6,1,0,0,0,83,6,1,86,3,0,0,0
2017,San Diego Growlers,Tran,2,5,52,77.8,0,0,52,-27,23,0,0,1,20,0,0,0,0,100,22,0,100,1,0,0,0
2017,San Diego Growlers,Turner,1,2,18.5,21.5,0,0,18.5,-7,6,1,0,0,5,0,0,0,0,100,6,0,100,0,0,0,0
2017,San Diego Growlers,Wu,16,9,134,192.9,67,16,67,-35,70,15,0,3,55,1,0,0,0,98,70,1,99,0,0,0,0
2017,San Diego Growlers,Zid,2,1,11,13.5,8.5,2,2.5,0,6,2,0,0,4,0,0,0,0,100,6,0,100,0,0,0,0
2017,San Diego Growlers,AVERAGE,12.7,7.1,126.6,,64.2,21.2,62.4,-23.5,112.6,8.2,0,8.2,104.3,6.8,0.1,0,0,86.7,96.2,1.2,91.6,4.4,8.5,,0.3
2017,San Diego Growlers,TOTAL,,,,,,,,,3492,254,0,254,3232,210,2,0,0,,2982,38,,135,263,,10
2017,San Diego Growlers,Anonymous,-1,0,0,0,0,0,0,0,8,0,0,0,20,0,0,0,0,100,7,1,88,0,0,0,0
2017,San Francisco FlameThrowers,Baylis,22,9,197.5,250.9,133.5,69,64,-18,245,9,0,14,235,9,0,0,0,96,171,0,100,8,1,7,0
2017,San Francisco FlameThrowers,Beau,16,7,129.5,139.2,112,62,17.5,0,127,9,0,11,119,7,0,0,0,94,117,3,98,6,1,5.1,0
2017,San Francisco FlameThrowers,Cahill,2,2,17,14.7,1,0,16,-5,4,0,0,2,4,0,0,0,0,100,1,0,100,0,0,0,0
