Play Id, X Position, Y Position, Possession Id, Distance, Vertical Distance, Total Distance, Thrower id, Reciever Id, Breakthrow?, Stall Six?, Stall Eight?, Defender Id, Stall?, Block?, Throwaway?, Intercept?, Drop?, Score?, Home Attacking Right?, Point Id, Game Id, Opponent Name, Last X, Last Y, Next X, Next Y, Home on Offense
442#1371831469#1371832308#0#0, 8506, 4935, 442#1371831469#1371832308#0#0, 64.246, 6.455, 64.569, 0, 0, false, false, false, 0, false, false, true, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 3564, 3644, 7852, 2533, false
442#1371831469#1371832308#0#1, 7852, 2533, 442#1371831469#1371832308#0#1, -4.446, 12.17, 12.957, 1371831849, 1371832026, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 7510, 4967, 7051, 5147, true
442#1371831469#1371832308#0#10, 6279, 1307, 442#1371831469#1371832308#0#1, -10.153, 0.575, 10.169, 1371831762, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 5498, 1422, 5576, 1961, true
442#1371831469#1371832308#0#11, 5576, 1961, 442#1371831469#1371832308#0#1, 9.139, 3.27, 9.706, 1371831849, 1371832103, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6279, 1307, 6240, 2827, true
442#1371831469#1371832308#0#12, 6240, 2827, 442#1371831469#1371832308#0#1, -8.632, 4.33, 9.657, 1371832103, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 5576, 1961, 5732, 6111, true
442#1371831469#1371832308#0#13, 5732, 6111, 442#1371831469#1371832308#0#1, 6.604, 16.42, 17.698, 1371831849, 1371831691, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6240, 2827, 6533, 3889, true
442#1371831469#1371832308#0#14, 6533, 3889, 442#1371831469#1371832308#0#1, -10.413, 11.11, 15.227, 1371831691, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 5732, 6111, 4873, 2304, true
442#1371831469#1371832308#0#15, 4873, 2304, 442#1371831469#1371832308#0#1, 21.58, 7.925, 22.989, 1371831849, 1371832026, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6533, 3889, 3877, 1634, true
442#1371831469#1371832308#0#16, 3877, 1634, 442#1371831469#1371832308#0#1, 12.948, 3.35, 13.374, 1371832026, 1371831912, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 4873, 2304, 5098, 1618, true
442#1371831469#1371832308#0#17, 5098, 1618, 442#1371831469#1371832308#0#1, -15.873, 0.08, 15.873, 1371831912, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 3877, 1634, 4971, 4003, true
442#1371831469#1371832308#0#18, 4971, 4003, 442#1371831469#1371832308#0#1, 1.651, 11.925, 12.039, 1371831849, 1371832026, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 5098, 1618, 4131, 2190, true
442#1371831469#1371832308#0#19, 4131, 2190, 442#1371831469#1371832308#0#1, 10.92, 9.065, 14.192, 1371832026, 1371831912, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 4971, 4003, 3828, 7680, true
442#1371831469#1371832308#0#2, 7051, 5147, 442#1371831469#1371832308#0#1, 10.413, 13.07, 16.711, 1371832026, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 7852, 2533, 6436, 1814, true
442#1371831469#1371832308#0#20, 3828, 7680, 442#1371831469#1371832308#0#1, 3.939, 27.45, 27.731, 1371831912, 0, false, false, false, 0, false, false, true, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 4131, 2190, 4668, 8252, true
442#1371831469#1371832308#0#21, 4668, 8252, 442#1371831469#1371832308#0#2, 10.036, 3.105, 10.505, 0, 0, false, false, false, 1371832103, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 3896, 7631, 5566, 8268, false
442#1371831469#1371832308#0#22, 5566, 8268, 442#1371831469#1371832308#0#2, 11.674, 0.08, 11.674, 0, 0, false, false, false, 1371831602, false, false, false, true, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 4668, 8252, 6436, 6830, false
442#1371831469#1371832308#0#23, 6436, 6830, 442#1371831469#1371832308#0#3, -11.31, 7.19, 13.402, 1371831602, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 5566, 8268, 6465, 3938, true
442#1371831469#1371832308#0#24, 6465, 3938, 442#1371831469#1371832308#0#3, -0.377, 14.46, 14.465, 1371831849, 1371832026, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6436, 6830, 6895, 3595, true
442#1371831469#1371832308#0#25, 6895, 3595, 442#1371831469#1371832308#0#3, -5.59, 1.715, 5.847, 1371832026, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6465, 3938, 6045, 1634, true
442#1371831469#1371832308#0#26, 6045, 1634, 442#1371831469#1371832308#0#3, 11.05, 9.805, 14.773, 1371831849, 1371831691, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6895, 3595, 6660, 2843, true
442#1371831469#1371832308#0#27, 6660, 2843, 442#1371831469#1371832308#0#3, -7.995, 6.045, 10.023, 1371831691, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6045, 1634, 6191, 4232, true
442#1371831469#1371832308#0#28, 6191, 4232, 442#1371831469#1371832308#0#3, 6.097, 6.945, 9.242, 1371831849, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6660, 2843, 4561, 6912, true
442#1371831469#1371832308#0#29, 4561, 6912, 442#1371831469#1371832308#0#3, 21.19, 13.4, 25.071, 1371831849, 0, false, false, false, 0, false, false, false, true, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6191, 4232, 5273, 7451, true
442#1371831469#1371832308#0#3, 6436, 1814, 442#1371831469#1371832308#0#1, 7.995, 16.665, 18.484, 1371831849, 1371831602, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 7051, 5147, 7041, 2598, true
442#1371831469#1371832308#0#30, 5273, 7451, 442#1371831469#1371832308#0#4, 9.256, 2.695, 9.64, 0, 0, false, false, false, 1371831912, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 4561, 6912, 5635, 8333, false
442#1371831469#1371832308#0#31, 5635, 8333, 442#1371831469#1371832308#0#4, 4.706, 4.41, 6.449, 0, 0, false, false, false, 1371831691, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 5273, 7451, 6553, 8088, false
442#1371831469#1371832308#0#32, 6553, 8088, 442#1371831469#1371832308#0#4, 11.934, 1.225, 11.997, 0, 0, false, false, false, 1371831849, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 5635, 8333, 8047, 8072, false
442#1371831469#1371832308#0#33, 8047, 8072, 442#1371831469#1371832308#0#4, 19.422, 0.08, 19.422, 0, 0, false, false, false, 1371832103, false, false, false, false, false, true, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6553, 8088, null, null, false
442#1371831469#1371832308#0#4, 7041, 2598, 442#1371831469#1371832308#0#1, -7.865, 3.92, 8.788, 1371831602, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6436, 1814, 7461, 3137, true
442#1371831469#1371832308#0#5, 7461, 3137, 442#1371831469#1371832308#0#1, -5.46, 2.695, 6.089, 1371831849, 1371832103, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 7041, 2598, 7803, 3840, true
442#1371831469#1371832308#0#6, 7803, 3840, 442#1371831469#1371832308#0#1, -4.446, 3.515, 5.668, 1371832103, 1371831849, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 7461, 3137, 6514, 3056, true
442#1371831469#1371832308#0#7, 6514, 3056, 442#1371831469#1371832308#0#1, 16.757, 3.92, 17.209, 1371831849, 1371831691, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 7803, 3840, 6182, 1503, true
442#1371831469#1371832308#0#8, 6182, 1503, 442#1371831469#1371832308#0#1, 4.316, 7.765, 8.884, 1371831691, 1371832103, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6514, 3056, 5498, 1422, true
442#1371831469#1371832308#0#9, 5498, 1422, 442#1371831469#1371832308#0#1, 8.892, 0.405, 8.901, 1371832103, 1371831762, false, false, false, 0, false, false, false, false, false, false, false, 442#1371831469#1371832308#0, 442#1371831469#1371832308, Revolver 13, 6182, 1503, 6279, 1307, true
442#1371831469#1371832308#1#34, 3857, 5016, 442#1371831469#1371832308#1#5, 4.563, 11.195, 12.089, 1371832225, 1371831727, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 3506, 7255, 4463, 2271, true
442#1371831469#1371832308#1#35, 4463, 2271, 442#1371831469#1371832308#1#5, 7.878, 13.725, 15.825, 1371831727, 1371831547, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 3857, 5016, 4922, 1209, true
442#1371831469#1371832308#1#36, 4922, 1209, 442#1371831469#1371832308#1#5, 5.967, 5.31, 7.988, 1371831547, 1371832190, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 4463, 2271, 4521, 5572, true
442#1371831469#1371832308#1#37, 4521, 5572, 442#1371831469#1371832308#1#5, -5.213, 21.815, 22.429, 1371832190, 1371831727, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 4922, 1209, 6328, 7631, true
442#1371831469#1371832308#1#38, 6328, 7631, 442#1371831469#1371832308#1#5, 23.491, 10.295, 25.648, 1371831727, 1371831547, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 4521, 5572, 5469, 7042, true
442#1371831469#1371832308#1#39, 5469, 7042, 442#1371831469#1371832308#1#5, -11.167, 2.945, 11.549, 1371831547, 1371832190, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 6328, 7631, 6729, 7663, true
442#1371831469#1371832308#1#40, 6729, 7663, 442#1371831469#1371832308#1#5, 16.38, 3.105, 16.672, 1371832190, 1371831624, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 5469, 7042, 8877, 8382, true
442#1371831469#1371832308#1#41, 8877, 8382, 442#1371831469#1371832308#1#5, 27.924, 3.595, 28.154, 1371831624, 1371831981, false, false, false, 0, false, false, false, false, false, true, true, 442#1371831469#1371832308#1, 442#1371831469#1371832308, Revolver 13, 6729, 7663, null, null, true
442#1371831469#1371832308#10#156, 4004, 2337, 442#1371831469#1371832308#10#26, 2.158, 10.7, 10.915, 0, 0, false, false, false, 1371831849, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 3838, 4477, 3398, 5114, false
442#1371831469#1371832308#10#157, 3398, 5114, 442#1371831469#1371832308#10#26, -7.878, 13.885, 15.964, 0, 0, false, false, false, 1371832026, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 4004, 2337, 4102, 7157, false
442#1371831469#1371832308#10#158, 4102, 7157, 442#1371831469#1371832308#10#26, 9.152, 10.215, 13.715, 0, 0, false, false, false, 1371832190, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 3398, 5114, 4883, 8121, false
442#1371831469#1371832308#10#159, 4883, 8121, 442#1371831469#1371832308#10#26, 10.153, 4.82, 11.239, 0, 0, false, false, false, 1371832103, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 4102, 7157, 5566, 8382, false
442#1371831469#1371832308#10#160, 5566, 8382, 442#1371831469#1371832308#10#26, 8.879, 1.305, 8.974, 0, 0, false, false, false, 1371831912, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 4883, 8121, 4766, 6144, false
442#1371831469#1371832308#10#161, 4766, 6144, 442#1371831469#1371832308#10#26, -10.4, 11.19, 15.277, 0, 0, false, false, false, 1371832103, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 5566, 8382, 5439, 6993, false
442#1371831469#1371832308#10#162, 5439, 6993, 442#1371831469#1371832308#10#26, 8.749, 4.245, 9.724, 0, 0, false, false, false, 1371831849, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 4766, 6144, 6191, 4526, false
442#1371831469#1371832308#10#163, 6191, 4526, 442#1371831469#1371832308#10#26, 9.776, 12.335, 15.739, 0, 0, false, false, false, 1371831624, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 5439, 6993, 7012, 2614, false
442#1371831469#1371832308#10#164, 7012, 2614, 442#1371831469#1371832308#10#26, 10.673, 9.56, 14.329, 0, 0, false, false, false, 1371832026, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 6191, 4526, 6436, 3382, false
442#1371831469#1371832308#10#165, 6436, 3382, 442#1371831469#1371832308#10#26, -7.488, 3.84, 8.415, 0, 0, false, false, false, 1371832059, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 7012, 2614, 6387, 4052, false
442#1371831469#1371832308#10#166, 6387, 4052, 442#1371831469#1371832308#10#26, -0.637, 3.35, 3.41, 0, 0, false, false, false, 1371831849, false, false, false, false, false, false, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 6436, 3382, 7910, 7042, false
442#1371831469#1371832308#10#167, 7910, 7042, 442#1371831469#1371832308#10#26, 19.799, 14.95, 24.809, 0, 0, false, false, false, 1371832103, false, false, false, false, false, true, false, 442#1371831469#1371832308#10, 442#1371831469#1371832308, Revolver 13, 6387, 4052, null, null, false
442#1371831469#1371832308#11#168, 4004, 5131, 442#1371831469#1371832308#11#27, 7.878, 7.765, 11.062, 1371832225, 1371831727, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 3398, 3578, 4238, 5752, true
442#1371831469#1371832308#11#169, 4238, 5752, 442#1371831469#1371832308#11#27, 3.042, 3.105, 4.347, 1371831727, 1371832225, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4004, 5131, 4297, 2386, true
442#1371831469#1371832308#11#170, 4297, 2386, 442#1371831469#1371832308#11#27, 0.767, 16.83, 16.847, 1371832225, 1371831547, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4238, 5752, 5010, 1814, true
442#1371831469#1371832308#11#171, 5010, 1814, 442#1371831469#1371832308#11#27, 9.269, 2.86, 9.7, 1371831547, 1371832225, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4297, 2386, 8018, 4281, true
442#1371831469#1371832308#11#172, 8018, 4281, 442#1371831469#1371832308#11#27, 39.104, 12.335, 41.003, 1371832225, 0, false, false, false, 0, false, false, false, true, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5010, 1814, 7461, 3971, true
442#1371831469#1371832308#11#173, 7461, 3971, 442#1371831469#1371832308#11#28, 7.241, 1.55, 7.405, 0, 0, false, false, false, 1371831602, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 8018, 4281, 7266, 1765, false
442#1371831469#1371832308#11#174, 7266, 1765, 442#1371831469#1371832308#11#28, 2.535, 11.03, 11.318, 0, 0, false, false, false, 1371831691, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 7461, 3971, 6348, 2810, false
442#1371831469#1371832308#11#175, 6348, 2810, 442#1371831469#1371832308#11#28, 11.934, 5.225, 13.028, 0, 0, false, false, false, 1371831981, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 7266, 1765, 3467, 6879, false
442#1371831469#1371832308#11#176, 3467, 6879, 442#1371831469#1371832308#11#28, 37.453, 20.345, 42.622, 0, 0, false, false, false, 1371831602, false, true, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6348, 2810, 3047, 6160, false
442#1371831469#1371832308#11#177, 3047, 6160, 442#1371831469#1371832308#11#29, -6.474, 14.46, 15.843, 1371831727, 1371832225, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 3545, 9052, 2803, 6944, true
442#1371831469#1371832308#11#178, 2803, 6944, 442#1371831469#1371832308#11#29, -3.172, 3.92, 5.043, 1371832225, 1371831727, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 3047, 6160, 3770, 2255, true
442#1371831469#1371832308#11#179, 3770, 2255, 442#1371831469#1371832308#11#29, 12.571, 23.445, 26.603, 1371831727, 1371831547, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 2803, 6944, 5137, 3235, true
442#1371831469#1371832308#11#180, 5137, 3235, 442#1371831469#1371832308#11#29, 17.771, 4.9, 18.434, 1371831547, 0, false, false, false, 0, false, false, false, true, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 3770, 2255, 4629, 1814, true
442#1371831469#1371832308#11#181, 4629, 1814, 442#1371831469#1371832308#11#30, 6.604, 7.105, 9.7, 0, 0, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5137, 3235, 4639, 3938, false
442#1371831469#1371832308#11#182, 4639, 3938, 442#1371831469#1371832308#11#30, -0.13, 10.62, 10.621, 0, 0, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4629, 1814, 1816, 3922, false
442#1371831469#1371832308#11#183, 1816, 3922, 442#1371831469#1371832308#11#30, 36.699, 0.08, 36.699, 0, 0, false, false, false, 1371831547, false, true, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4639, 3938, 3916, 7533, false
442#1371831469#1371832308#11#184, 3916, 7533, 442#1371831469#1371832308#11#31, 18.785, 13.89, 23.363, 1371832225, 1371831602, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 2471, 4755, 4971, 8072, true
442#1371831469#1371832308#11#185, 4971, 8072, 442#1371831469#1371832308#11#31, 13.715, 2.695, 13.977, 1371831602, 0, false, false, false, 0, false, false, true, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 3916, 7533, 5576, 6422, true
442#1371831469#1371832308#11#186, 5576, 6422, 442#1371831469#1371832308#11#32, -3.809, 8.905, 9.685, 0, 0, false, false, false, 1371831981, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5283, 8203, 5059, 7222, false
442#1371831469#1371832308#11#187, 5059, 7222, 442#1371831469#1371832308#11#32, 6.721, 4, 7.821, 0, 0, false, false, false, 1371831981, false, false, true, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5576, 6422, 4668, 5065, false
442#1371831469#1371832308#11#188, 4668, 5065, 442#1371831469#1371832308#11#33, -5.083, 11.765, 12.816, 1371831727, 1371832225, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5059, 7418, 5127, 7451, true
442#1371831469#1371832308#11#189, 5127, 7451, 442#1371831469#1371832308#11#33, 5.967, 11.93, 13.339, 1371832225, 1371831727, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4668, 5065, 5195, 2761, true
442#1371831469#1371832308#11#190, 5195, 2761, 442#1371831469#1371832308#11#33, 0.884, 23.45, 23.467, 1371831727, 1371831602, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5127, 7451, 4707, 2337, true
442#1371831469#1371832308#11#191, 4707, 2337, 442#1371831469#1371832308#11#33, -6.344, 2.12, 6.689, 1371831602, 1371831727, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5195, 2761, 5869, 3007, true
442#1371831469#1371832308#11#192, 5869, 3007, 442#1371831469#1371832308#11#33, 15.106, 3.35, 15.473, 1371831727, 1371831691, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4707, 2337, 6162, 6111, true
442#1371831469#1371832308#11#193, 6162, 6111, 442#1371831469#1371832308#11#33, 3.809, 15.52, 15.981, 1371831691, 1371831547, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5869, 3007, 5518, 5082, true
442#1371831469#1371832308#11#194, 5518, 5082, 442#1371831469#1371832308#11#33, -8.749, 5.88, 10.541, 1371831547, 1371832190, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6191, 6258, 6387, 7859, true
442#1371831469#1371832308#11#195, 6387, 7859, 442#1371831469#1371832308#11#33, 11.297, 13.885, 17.9, 1371832190, 1371831602, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5518, 5082, 6670, 8873, true
442#1371831469#1371832308#11#196, 6670, 8873, 442#1371831469#1371832308#11#33, 3.679, 5.07, 6.264, 1371831602, 1371832190, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6387, 7859, 6660, 2582, true
442#1371831469#1371832308#11#197, 6660, 2582, 442#1371831469#1371832308#11#33, -0.13, 31.455, 31.455, 1371832190, 0, false, false, false, 0, false, false, false, true, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6670, 8873, 4395, 2663, true
442#1371831469#1371832308#11#198, 4395, 2663, 442#1371831469#1371832308#11#34, 29.445, 0.405, 29.448, 0, 0, false, false, false, 0, false, false, true, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6660, 2582, 5391, 1912, false
442#1371831469#1371832308#11#199, 5391, 1912, 442#1371831469#1371832308#11#35, 12.324, 3.35, 12.771, 1371831727, 0, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4443, 2582, 5400, 2092, true
442#1371831469#1371832308#11#200, 5400, 2092, 442#1371831469#1371832308#11#35, 12.051, 3.43, 12.53, 1371831727, 1371832190, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4473, 2778, 6064, 2451, true
442#1371831469#1371832308#11#201, 6064, 2451, 442#1371831469#1371832308#11#35, 8.632, 1.795, 8.817, 1371832190, 1371831691, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5400, 2092, 6436, 1454, true
442#1371831469#1371832308#11#202, 6436, 1454, 442#1371831469#1371832308#11#35, 4.836, 4.985, 6.945, 1371831691, 1371832190, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6064, 2451, 8984, 5556, true
442#1371831469#1371832308#11#203, 8984, 5556, 442#1371831469#1371832308#11#35, 33.124, 20.51, 38.96, 1371832190, 1371831727, false, false, false, 0, false, false, false, false, true, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6436, 1454, 6699, 6961, true
442#1371831469#1371832308#11#204, 6699, 6961, 442#1371831469#1371832308#11#36, 12.441, 8.01, 14.797, 0, 0, false, false, false, 1371831602, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 7656, 5359, 3770, 7222, false
442#1371831469#1371832308#11#205, 3770, 7222, 442#1371831469#1371832308#11#36, 39.091, 1.47, 39.119, 0, 0, false, false, false, 0, false, false, true, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 6777, 6928, 4316, 5016, false
442#1371831469#1371832308#11#206, 4316, 5016, 442#1371831469#1371832308#11#37, 5.967, 11.44, 12.903, 1371831849, 1371831547, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 3857, 7304, 5762, 2451, true
442#1371831469#1371832308#11#207, 5762, 2451, 442#1371831469#1371832308#11#37, 18.798, 12.825, 22.756, 1371831547, 1371831602, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 4316, 5016, 5420, 1765, true
442#1371831469#1371832308#11#208, 5420, 1765, 442#1371831469#1371832308#11#37, -4.446, 3.43, 5.615, 1371831602, 1371832225, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5762, 2451, 5625, 5082, true
442#1371831469#1371832308#11#209, 5625, 5082, 442#1371831469#1371832308#11#37, 2.925, 16.34, 16.6, 1371832225, 1371831849, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5400, 1814, 6318, 6340, true
442#1371831469#1371832308#11#210, 6318, 6340, 442#1371831469#1371832308#11#37, 9.009, 6.29, 10.988, 1371831849, 1371832225, false, false, false, 0, false, false, false, false, false, false, true, 442#1371831469#1371832308#11, 442#1371831469#1371832308, Revolver 13, 5625, 5082, 8096, 6944, true
